CommonName,ZSampleID,SurveyID,SampleDate,Survey,Comments.x,Station,Temp,TopEC,BottomEC,Secchi,Turbidity,Comments.y,Station20mm,Dilution,ZooCode,MeterStart,MeterEnd,totCount,totcells,totCountall,atotal,volume,CPUE,LCDtax,Year
Sinocalanus copepodid,508 2010-04-14,731,4/14/2010,3,NA,508,13.8,443,458,40,NA,NA,508,250,83,471504,478857,422,15,1476,7033.333333,3.299876038,2131.393196,SINOCALJUV,2010
Sinocalanus nauplii,508 2010-04-14,731,4/14/2010,3,NA,508,13.8,443,458,40,NA,NA,508,250,81,471504,478857,96,15,1476,1600,3.299876038,484.8666985,SINONAUP,2010
Bosmina,508 2010-04-28,735,4/28/2010,4,NA,508,16.3,278,284,32,NA,NA,508,450,61,27174,38477,59,20,818,1327.5,5.072555264,261.7024223,BOSMINA,2010
Ceriodaphnia,508 2010-04-28,735,4/28/2010,4,NA,508,16.3,278,284,32,NA,NA,508,450,64,27174,38477,1,20,818,22.5,5.072555264,4.435634277,OTHCLADO,2010
copepod nauplii,508 2010-04-28,735,4/28/2010,4,NA,508,16.3,278,284,32,NA,NA,508,450,12,27174,38477,3,20,818,67.5,5.072555264,13.30690283,COPNAUP,2010
cyclopoid copepodid,508 2010-04-28,735,4/28/2010,4,NA,508,16.3,278,284,32,NA,NA,508,450,20,27174,38477,19,20,818,427.5,5.072555264,84.27705126,CYCJUV,2010
Daphnia,508 2010-04-28,735,4/28/2010,4,NA,508,16.3,278,284,32,NA,NA,508,450,62,27174,38477,16,20,818,360,5.072555264,70.97014843,DAPHNIA,2010
Eurytemora copepodid,508 2010-04-28,735,4/28/2010,4,NA,508,16.3,278,284,32,NA,NA,508,450,41,27174,38477,65,20,818,1462.5,5.072555264,288.316228,EURYJUV,2010
Eurytemora spp.,508 2010-04-28,735,4/28/2010,4,NA,508,16.3,278,284,32,NA,NA,508,450,34,27174,38477,57,20,818,1282.5,5.072555264,252.8311538,EURYTEM,2010
Harpacticoids,508 2010-04-28,735,4/28/2010,4,NA,508,16.3,278,284,32,NA,NA,508,450,59,27174,38477,29,20,818,652.5,5.072555264,128.633394,HARPACT,2010
Ostracods,508 2010-04-28,735,4/28/2010,4,NA,508,16.3,278,284,32,NA,NA,508,450,10,27174,38477,6,20,818,135,5.072555264,26.61380566,OSTRAC,2010
Other cladocera,508 2010-04-28,735,4/28/2010,4,NA,508,16.3,278,284,32,NA,NA,508,450,69,27174,38477,2,20,818,45,5.072555264,8.871268554,OTHCLADO,2010
Other cyclopoid,508 2010-04-28,735,4/28/2010,4,NA,508,16.3,278,284,32,NA,NA,508,450,29,27174,38477,6,20,818,135,5.072555264,26.61380566,OTHCYCAD,2010
Other rotifer,508 2010-04-28,735,4/28/2010,4,NA,508,16.3,278,284,32,NA,NA,508,450,2,27174,38477,1,20,818,22.5,5.072555264,4.435634277,OTHROT,2010
Pseudodiaptomus copepodid,508 2010-04-28,735,4/28/2010,4,NA,508,16.3,278,284,32,NA,NA,508,450,42,27174,38477,65,20,818,1462.5,5.072555264,288.316228,PDIAPJUV,2010
Pseudodiaptomus forbesii,508 2010-04-28,735,4/28/2010,4,NA,508,16.3,278,284,32,NA,NA,508,450,86,27174,38477,13,20,818,292.5,5.072555264,57.6632456,PDIAPFOR,2010
Pseudodiaptomus nauplii,508 2010-04-28,735,4/28/2010,4,NA,508,16.3,278,284,32,NA,NA,508,450,82,27174,38477,55,20,818,1237.5,5.072555264,243.9598852,PDIAPNAUP,2010
Sinocalanus,508 2010-04-28,735,4/28/2010,4,NA,508,16.3,278,284,32,NA,NA,508,450,35,27174,38477,148,20,818,3330,5.072555264,656.473873,SINOCAL,2010
Sinocalanus copepodid,508 2010-04-28,735,4/28/2010,4,NA,508,16.3,278,284,32,NA,NA,508,450,83,27174,38477,214,20,818,4815,5.072555264,949.2257353,SINOCALJUV,2010
Sinocalanus nauplii,508 2010-04-28,735,4/28/2010,4,NA,508,16.3,278,284,32,NA,NA,508,450,81,27174,38477,59,20,818,1327.5,5.072555264,261.7024223,SINONAUP,2010
Bosmina,508 2010-05-12,739,5/12/2010,5,NA,508,16.3,216,210,44,NA,NA,508,100,61,379537,395416,82,6,721,1366.666667,7.126170489,191.7813598,BOSMINA,2010
Ceriodaphnia,508 2010-05-12,739,5/12/2010,5,NA,508,16.3,216,210,44,NA,NA,508,100,64,379537,395416,19,6,721,316.6666667,7.126170489,44.43714435,OTHCLADO,2010
copepod nauplii,508 2010-05-12,739,5/12/2010,5,NA,508,16.3,216,210,44,NA,NA,508,100,12,379537,395416,3,6,721,50,7.126170489,7.016391213,COPNAUP,2010
cyclopoid copepodid,508 2010-05-12,739,5/12/2010,5,NA,508,16.3,216,210,44,NA,NA,508,100,20,379537,395416,45,6,721,750,7.126170489,105.2458682,CYCJUV,2010
Daphnia,508 2010-05-12,739,5/12/2010,5,NA,508,16.3,216,210,44,NA,NA,508,100,62,379537,395416,25,6,721,416.6666667,7.126170489,58.46992678,DAPHNIA,2010
Diaptomus spp.,508 2010-05-12,739,5/12/2010,5,NA,508,16.3,216,210,44,NA,NA,508,100,32,379537,395416,1,6,721,16.66666667,7.126170489,2.338797071,DIAPTOM,2010
Eurytemora copepodid,508 2010-05-12,739,5/12/2010,5,NA,508,16.3,216,210,44,NA,NA,508,100,41,379537,395416,8,6,721,133.3333333,7.126170489,18.71037657,EURYJUV,2010
Eurytemora nauplii,508 2010-05-12,739,5/12/2010,5,NA,508,16.3,216,210,44,NA,NA,508,100,80,379537,395416,1,6,721,16.66666667,7.126170489,2.338797071,EURYNAUP,2010
Eurytemora spp.,508 2010-05-12,739,5/12/2010,5,NA,508,16.3,216,210,44,NA,NA,508,100,34,379537,395416,4,6,721,66.66666667,7.126170489,9.355188284,EURYTEM,2010
Harpacticoids,508 2010-05-12,739,5/12/2010,5,NA,508,16.3,216,210,44,NA,NA,508,100,59,379537,395416,6,6,721,100,7.126170489,14.03278243,HARPACT,2010
Limnoithona tetraspina,508 2010-05-12,739,5/12/2010,5,NA,508,16.3,216,210,44,NA,NA,508,100,26,379537,395416,1,6,721,16.66666667,7.126170489,2.338797071,LIMNOTET,2010
Ostracods,508 2010-05-12,739,5/12/2010,5,NA,508,16.3,216,210,44,NA,NA,508,100,10,379537,395416,1,6,721,16.66666667,7.126170489,2.338797071,OSTRAC,2010
Other cladocera,508 2010-05-12,739,5/12/2010,5,NA,508,16.3,216,210,44,NA,NA,508,100,69,379537,395416,5,6,721,83.33333333,7.126170489,11.69398536,OTHCLADO,2010
Other cyclopoid,508 2010-05-12,739,5/12/2010,5,NA,508,16.3,216,210,44,NA,NA,508,100,29,379537,395416,9,6,721,150,7.126170489,21.04917364,OTHCYCAD,2010
Pseudodiaptomus copepodid,508 2010-05-12,739,5/12/2010,5,NA,508,16.3,216,210,44,NA,NA,508,100,42,379537,395416,104,6,721,1733.333333,7.126170489,243.2348954,PDIAPJUV,2010
Pseudodiaptomus forbesii,508 2010-05-12,739,5/12/2010,5,NA,508,16.3,216,210,44,NA,NA,508,100,86,379537,395416,17,6,721,283.3333333,7.126170489,39.75955021,PDIAPFOR,2010
Pseudodiaptomus nauplii,508 2010-05-12,739,5/12/2010,5,NA,508,16.3,216,210,44,NA,NA,508,100,82,379537,395416,159,6,721,2650,7.126170489,371.8687343,PDIAPNAUP,2010
Sinocalanus,508 2010-05-12,739,5/12/2010,5,NA,508,16.3,216,210,44,NA,NA,508,100,35,379537,395416,32,6,721,533.3333333,7.126170489,74.84150627,SINOCAL,2010
Sinocalanus copepodid,508 2010-05-12,739,5/12/2010,5,NA,508,16.3,216,210,44,NA,NA,508,100,83,379537,395416,65,6,721,1083.333333,7.126170489,152.0218096,SINOCALJUV,2010
Sinocalanus nauplii,508 2010-05-12,739,5/12/2010,5,NA,508,16.3,216,210,44,NA,NA,508,100,81,379537,395416,134,6,721,2233.333333,7.126170489,313.3988075,SINONAUP,2010
Acanthocyclops,508 2010-05-26,743,5/26/2010,6,NA,508,16.3,214,220,35,NA,Net deployed using dlow hydrolics instead of freespool. Resulted in higher meter numbers. Melosira present in sample.,508,800,21,196297,210190,2,20,1073,80,6.234894301,12.83101142,AVERNAL,2010
Bosmina,508 2010-05-26,743,5/26/2010,6,NA,508,16.3,214,220,35,NA,Net deployed using dlow hydrolics instead of freespool. Resulted in higher meter numbers. Melosira present in sample.,508,800,61,196297,210190,80,20,1073,3200,6.234894301,513.240457,BOSMINA,2010
Ceriodaphnia,508 2010-05-26,743,5/26/2010,6,NA,508,16.3,214,220,35,NA,Net deployed using dlow hydrolics instead of freespool. Resulted in higher meter numbers. Melosira present in sample.,508,800,64,196297,210190,32,20,1073,1280,6.234894301,205.2961828,OTHCLADO,2010
copepod nauplii,508 2010-05-26,743,5/26/2010,6,NA,508,16.3,214,220,35,NA,Net deployed using dlow hydrolics instead of freespool. Resulted in higher meter numbers. Melosira present in sample.,508,800,12,196297,210190,14,20,1073,560,6.234894301,89.81707997,COPNAUP,2010
cyclopoid copepodid,508 2010-05-26,743,5/26/2010,6,NA,508,16.3,214,220,35,NA,Net deployed using dlow hydrolics instead of freespool. Resulted in higher meter numbers. Melosira present in sample.,508,800,20,196297,210190,25,20,1073,1000,6.234894301,160.3876428,CYCJUV,2010
Daphnia,508 2010-05-26,743,5/26/2010,6,NA,508,16.3,214,220,35,NA,Net deployed using dlow hydrolics instead of freespool. Resulted in higher meter numbers. Melosira present in sample.,508,800,62,196297,210190,40,20,1073,1600,6.234894301,256.6202285,DAPHNIA,2010
Diaptomus copepodid,508 2010-05-26,743,5/26/2010,6,NA,508,16.3,214,220,35,NA,Net deployed using dlow hydrolics instead of freespool. Resulted in higher meter numbers. Melosira present in sample.,508,800,44,196297,210190,1,20,1073,40,6.234894301,6.415505712,DIAPTJUV,2010
Eurytemora spp.,508 2010-05-26,743,5/26/2010,6,NA,508,16.3,214,220,35,NA,Net deployed using dlow hydrolics instead of freespool. Resulted in higher meter numbers. Melosira present in sample.,508,800,34,196297,210190,2,20,1073,80,6.234894301,12.83101142,EURYTEM,2010
Harpacticoids,508 2010-05-26,743,5/26/2010,6,NA,508,16.3,214,220,35,NA,Net deployed using dlow hydrolics instead of freespool. Resulted in higher meter numbers. Melosira present in sample.,508,800,59,196297,210190,5,20,1073,200,6.234894301,32.07752856,HARPACT,2010
Limnoithona sinensis,508 2010-05-26,743,5/26/2010,6,NA,508,16.3,214,220,35,NA,Net deployed using dlow hydrolics instead of freespool. Resulted in higher meter numbers. Melosira present in sample.,508,800,25,196297,210190,1,20,1073,40,6.234894301,6.415505712,LIMNOSINE,2010
Limnoithona tetraspina,508 2010-05-26,743,5/26/2010,6,NA,508,16.3,214,220,35,NA,Net deployed using dlow hydrolics instead of freespool. Resulted in higher meter numbers. Melosira present in sample.,508,800,26,196297,210190,1,20,1073,40,6.234894301,6.415505712,LIMNOTET,2010
Other cladocera,508 2010-05-26,743,5/26/2010,6,NA,508,16.3,214,220,35,NA,Net deployed using dlow hydrolics instead of freespool. Resulted in higher meter numbers. Melosira present in sample.,508,800,69,196297,210190,33,20,1073,1320,6.234894301,211.7116885,OTHCLADO,2010
Other rotifer,508 2010-05-26,743,5/26/2010,6,NA,508,16.3,214,220,35,NA,Net deployed using dlow hydrolics instead of freespool. Resulted in higher meter numbers. Melosira present in sample.,508,800,2,196297,210190,19,20,1073,760,6.234894301,121.8946085,OTHROT,2010
Pseudodiaptomus copepodid,508 2010-05-26,743,5/26/2010,6,NA,508,16.3,214,220,35,NA,Net deployed using dlow hydrolics instead of freespool. Resulted in higher meter numbers. Melosira present in sample.,508,800,42,196297,210190,54,20,1073,2160,6.234894301,346.4373085,PDIAPJUV,2010
Pseudodiaptomus forbesii,508 2010-05-26,743,5/26/2010,6,NA,508,16.3,214,220,35,NA,Net deployed using dlow hydrolics instead of freespool. Resulted in higher meter numbers. Melosira present in sample.,508,800,86,196297,210190,38,20,1073,1520,6.234894301,243.7892171,PDIAPFOR,2010
Pseudodiaptomus nauplii,508 2010-05-26,743,5/26/2010,6,NA,508,16.3,214,220,35,NA,Net deployed using dlow hydrolics instead of freespool. Resulted in higher meter numbers. Melosira present in sample.,508,800,82,196297,210190,300,20,1073,12000,6.234894301,1924.651714,PDIAPNAUP,2010
Sinocalanus,508 2010-05-26,743,5/26/2010,6,NA,508,16.3,214,220,35,NA,Net deployed using dlow hydrolics instead of freespool. Resulted in higher meter numbers. Melosira present in sample.,508,800,35,196297,210190,98,20,1073,3920,6.234894301,628.7195598,SINOCAL,2010
Sinocalanus copepodid,508 2010-05-26,743,5/26/2010,6,NA,508,16.3,214,220,35,NA,Net deployed using dlow hydrolics instead of freespool. Resulted in higher meter numbers. Melosira present in sample.,508,800,83,196297,210190,55,20,1073,2200,6.234894301,352.8528142,SINOCALJUV,2010
Sinocalanus nauplii,508 2010-05-26,743,5/26/2010,6,NA,508,16.3,214,220,35,NA,Net deployed using dlow hydrolics instead of freespool. Resulted in higher meter numbers. Melosira present in sample.,508,800,81,196297,210190,273,20,1073,10920,6.234894301,1751.433059,SINONAUP,2010
Bosmina,508 2010-06-10,748,6/10/2010,7,NA,508,18.6,262,286,30,NA,NA,508,140,61,837147,855807,4,8,1725,70,8.37422642,8.358981056,BOSMINA,2010
Ceriodaphnia,508 2010-06-10,748,6/10/2010,7,NA,508,18.6,262,286,30,NA,NA,508,140,64,837147,855807,1,8,1725,17.5,8.37422642,2.089745264,OTHCLADO,2010
cyclopoid copepodid,508 2010-06-10,748,6/10/2010,7,NA,508,18.6,262,286,30,NA,NA,508,140,20,837147,855807,34,8,1725,595,8.37422642,71.05133897,CYCJUV,2010
Daphnia,508 2010-06-10,748,6/10/2010,7,NA,508,18.6,262,286,30,NA,NA,508,140,62,837147,855807,1,8,1725,17.5,8.37422642,2.089745264,DAPHNIA,2010
Diaptomus copepodid,508 2010-06-10,748,6/10/2010,7,NA,508,18.6,262,286,30,NA,NA,508,140,44,837147,855807,2,8,1725,35,8.37422642,4.179490528,DIAPTJUV,2010
Diaptomus spp.,508 2010-06-10,748,6/10/2010,7,NA,508,18.6,262,286,30,NA,NA,508,140,32,837147,855807,2,8,1725,35,8.37422642,4.179490528,DIAPTOM,2010
Eurytemora copepodid,508 2010-06-10,748,6/10/2010,7,NA,508,18.6,262,286,30,NA,NA,508,140,41,837147,855807,1,8,1725,17.5,8.37422642,2.089745264,EURYJUV,2010
Eurytemora spp.,508 2010-06-10,748,6/10/2010,7,NA,508,18.6,262,286,30,NA,NA,508,140,34,837147,855807,7,8,1725,122.5,8.37422642,14.62821685,EURYTEM,2010
Harpacticoids,508 2010-06-10,748,6/10/2010,7,NA,508,18.6,262,286,30,NA,NA,508,140,59,837147,855807,2,8,1725,35,8.37422642,4.179490528,HARPACT,2010
Limnoithona tetraspina,508 2010-06-10,748,6/10/2010,7,NA,508,18.6,262,286,30,NA,NA,508,140,26,837147,855807,3,8,1725,52.5,8.37422642,6.269235792,LIMNOTET,2010
Ostracods,508 2010-06-10,748,6/10/2010,7,NA,508,18.6,262,286,30,NA,NA,508,140,10,837147,855807,1,8,1725,17.5,8.37422642,2.089745264,OSTRAC,2010
Other cladocera,508 2010-06-10,748,6/10/2010,7,NA,508,18.6,262,286,30,NA,NA,508,140,69,837147,855807,3,8,1725,52.5,8.37422642,6.269235792,OTHCLADO,2010
Other cyclopoid,508 2010-06-10,748,6/10/2010,7,NA,508,18.6,262,286,30,NA,NA,508,140,29,837147,855807,3,8,1725,52.5,8.37422642,6.269235792,OTHCYCAD,2010
Pseudodiaptomus copepodid,508 2010-06-10,748,6/10/2010,7,NA,508,18.6,262,286,30,NA,NA,508,140,42,837147,855807,782,8,1725,13685,8.37422642,1634.180796,PDIAPJUV,2010
Pseudodiaptomus forbesii,508 2010-06-10,748,6/10/2010,7,NA,508,18.6,262,286,30,NA,NA,508,140,86,837147,855807,290,8,1725,5075,8.37422642,606.0261265,PDIAPFOR,2010
Pseudodiaptomus nauplii,508 2010-06-10,748,6/10/2010,7,NA,508,18.6,262,286,30,NA,NA,508,140,82,837147,855807,130,8,1725,2275,8.37422642,271.6668843,PDIAPNAUP,2010
Sinocalanus,508 2010-06-10,748,6/10/2010,7,NA,508,18.6,262,286,30,NA,NA,508,140,35,837147,855807,336,8,1725,5880,8.37422642,702.1544087,SINOCAL,2010
Sinocalanus copepodid,508 2010-06-10,748,6/10/2010,7,NA,508,18.6,262,286,30,NA,NA,508,140,83,837147,855807,104,8,1725,1820,8.37422642,217.3335075,SINOCALJUV,2010
Sinocalanus nauplii,508 2010-06-10,748,6/10/2010,7,NA,508,18.6,262,286,30,NA,NA,508,140,81,837147,855807,19,8,1725,332.5,8.37422642,39.70516002,SINONAUP,2010
Acartiella,508 2010-06-24,752,6/24/2010,8,NA,508,20.3,759,965,29,NA,NA,508,350,37,638406,659583,46,20,3947,805,9.503804549,84.70292037,ACARTELA,2010
copepod nauplii,508 2010-06-24,752,6/24/2010,8,NA,508,20.3,759,965,29,NA,NA,508,350,12,638406,659583,6,20,3947,105,9.503804549,11.04820701,COPNAUP,2010
cyclopoid copepodid,508 2010-06-24,752,6/24/2010,8,NA,508,20.3,759,965,29,NA,NA,508,350,20,638406,659583,6,20,3947,105,9.503804549,11.04820701,CYCJUV,2010
Daphnia,508 2010-06-24,752,6/24/2010,8,NA,508,20.3,759,965,29,NA,NA,508,350,62,638406,659583,3,20,3947,52.5,9.503804549,5.524103503,DAPHNIA,2010
Diaphanosoma,508 2010-06-24,752,6/24/2010,8,NA,508,20.3,759,965,29,NA,NA,508,350,63,638406,659583,3,20,3947,52.5,9.503804549,5.524103503,DIAPHAN,2010
Diaptomus copepodid,508 2010-06-24,752,6/24/2010,8,NA,508,20.3,759,965,29,NA,NA,508,350,44,638406,659583,1,20,3947,17.5,9.503804549,1.841367834,DIAPTJUV,2010
Diaptomus spp.,508 2010-06-24,752,6/24/2010,8,NA,508,20.3,759,965,29,NA,NA,508,350,32,638406,659583,1,20,3947,17.5,9.503804549,1.841367834,DIAPTOM,2010
Eurytemora copepodid,508 2010-06-24,752,6/24/2010,8,NA,508,20.3,759,965,29,NA,NA,508,350,41,638406,659583,2,20,3947,35,9.503804549,3.682735668,EURYJUV,2010
Eurytemora nauplii,508 2010-06-24,752,6/24/2010,8,NA,508,20.3,759,965,29,NA,NA,508,350,80,638406,659583,1,20,3947,17.5,9.503804549,1.841367834,EURYNAUP,2010
Eurytemora spp.,508 2010-06-24,752,6/24/2010,8,NA,508,20.3,759,965,29,NA,NA,508,350,34,638406,659583,2,20,3947,35,9.503804549,3.682735668,EURYTEM,2010
Harpacticoids,508 2010-06-24,752,6/24/2010,8,NA,508,20.3,759,965,29,NA,NA,508,350,59,638406,659583,32,20,3947,560,9.503804549,58.9237707,HARPACT,2010
Limnoithona juvenile,508 2010-06-24,752,6/24/2010,8,NA,508,20.3,759,965,29,NA,NA,508,350,84,638406,659583,3,20,3947,52.5,9.503804549,5.524103503,LIMNOJUV,2010
Limnoithona tetraspina,508 2010-06-24,752,6/24/2010,8,NA,508,20.3,759,965,29,NA,NA,508,350,26,638406,659583,114,20,3947,1995,9.503804549,209.9159331,LIMNOTET,2010
Ostracods,508 2010-06-24,752,6/24/2010,8,NA,508,20.3,759,965,29,NA,NA,508,350,10,638406,659583,7,20,3947,122.5,9.503804549,12.88957484,OSTRAC,2010
Other cladocera,508 2010-06-24,752,6/24/2010,8,NA,508,20.3,759,965,29,NA,NA,508,350,69,638406,659583,2,20,3947,35,9.503804549,3.682735668,OTHCLADO,2010
Other cyclopoid,508 2010-06-24,752,6/24/2010,8,NA,508,20.3,759,965,29,NA,NA,508,350,29,638406,659583,1,20,3947,17.5,9.503804549,1.841367834,OTHCYCAD,2010
Pseudodiaptomus copepodid,508 2010-06-24,752,6/24/2010,8,NA,508,20.3,759,965,29,NA,NA,508,350,42,638406,659583,521,20,3947,9117.5,9.503804549,959.3526416,PDIAPJUV,2010
Pseudodiaptomus forbesii,508 2010-06-24,752,6/24/2010,8,NA,508,20.3,759,965,29,NA,NA,508,350,86,638406,659583,2458,20,3947,43015,9.503804549,4526.082137,PDIAPFOR,2010
Pseudodiaptomus nauplii,508 2010-06-24,752,6/24/2010,8,NA,508,20.3,759,965,29,NA,NA,508,350,82,638406,659583,177,20,3947,3097.5,9.503804549,325.9221067,PDIAPNAUP,2010
Sinocalanus,508 2010-06-24,752,6/24/2010,8,NA,508,20.3,759,965,29,NA,NA,508,350,35,638406,659583,481,20,3947,8417.5,9.503804549,885.6979283,SINOCAL,2010
Sinocalanus copepodid,508 2010-06-24,752,6/24/2010,8,NA,508,20.3,759,965,29,NA,NA,508,350,83,638406,659583,54,20,3947,945,9.503804549,99.43386305,SINOCALJUV,2010
Sinocalanus nauplii,508 2010-06-24,752,6/24/2010,8,NA,508,20.3,759,965,29,NA,NA,508,350,81,638406,659583,26,20,3947,455,9.503804549,47.87556369,SINONAUP,2010
Acartiella,508 2010-07-07,755,7/7/2010,9,NA,508,20.5,3867,4905,48,NA,Two 2: Retow.  Tow 3: 9:30 pull was 30 seconds late.,508,40,37,923029,935356,11,5,557,88,5.532105524,15.90714415,ACARTELA,2010
Acartiella copepodid,508 2010-07-07,755,7/7/2010,9,NA,508,20.5,3867,4905,48,NA,Two 2: Retow.  Tow 3: 9:30 pull was 30 seconds late.,508,40,45,923029,935356,44,5,557,352,5.532105524,63.62857658,ASINEJUV,2010
barnacle nauplii,508 2010-07-07,755,7/7/2010,9,NA,508,20.5,3867,4905,48,NA,Two 2: Retow.  Tow 3: 9:30 pull was 30 seconds late.,508,40,11,923029,935356,8,5,557,64,5.532105524,11.56883211,BARNNAUP,2010
copepod nauplii,508 2010-07-07,755,7/7/2010,9,NA,508,20.5,3867,4905,48,NA,Two 2: Retow.  Tow 3: 9:30 pull was 30 seconds late.,508,40,12,923029,935356,25,5,557,200,5.532105524,36.15260033,COPNAUP,2010
crab zoea,508 2010-07-07,755,7/7/2010,9,NA,508,20.5,3867,4905,48,NA,Two 2: Retow.  Tow 3: 9:30 pull was 30 seconds late.,508,40,74,923029,935356,1,5,557,8,5.532105524,1.446104013,CRABZOEA,2010
cyclopoid copepodid,508 2010-07-07,755,7/7/2010,9,NA,508,20.5,3867,4905,48,NA,Two 2: Retow.  Tow 3: 9:30 pull was 30 seconds late.,508,40,20,923029,935356,5,5,557,40,5.532105524,7.230520066,CYCJUV,2010
Diaphanosoma,508 2010-07-07,755,7/7/2010,9,NA,508,20.5,3867,4905,48,NA,Two 2: Retow.  Tow 3: 9:30 pull was 30 seconds late.,508,40,63,923029,935356,7,5,557,56,5.532105524,10.12272809,DIAPHAN,2010
Eurytemora copepodid,508 2010-07-07,755,7/7/2010,9,NA,508,20.5,3867,4905,48,NA,Two 2: Retow.  Tow 3: 9:30 pull was 30 seconds late.,508,40,41,923029,935356,2,5,557,16,5.532105524,2.892208027,EURYJUV,2010
Harpacticoids,508 2010-07-07,755,7/7/2010,9,NA,508,20.5,3867,4905,48,NA,Two 2: Retow.  Tow 3: 9:30 pull was 30 seconds late.,508,40,59,923029,935356,13,5,557,104,5.532105524,18.79935217,HARPACT,2010
Limnoithona tetraspina,508 2010-07-07,755,7/7/2010,9,NA,508,20.5,3867,4905,48,NA,Two 2: Retow.  Tow 3: 9:30 pull was 30 seconds late.,508,40,26,923029,935356,33,5,557,264,5.532105524,47.72143244,LIMNOTET,2010
Ostracods,508 2010-07-07,755,7/7/2010,9,NA,508,20.5,3867,4905,48,NA,Two 2: Retow.  Tow 3: 9:30 pull was 30 seconds late.,508,40,10,923029,935356,2,5,557,16,5.532105524,2.892208027,OSTRAC,2010
Other cladocera,508 2010-07-07,755,7/7/2010,9,NA,508,20.5,3867,4905,48,NA,Two 2: Retow.  Tow 3: 9:30 pull was 30 seconds late.,508,40,69,923029,935356,1,5,557,8,5.532105524,1.446104013,OTHCLADO,2010
Other cyclopoid,508 2010-07-07,755,7/7/2010,9,NA,508,20.5,3867,4905,48,NA,Two 2: Retow.  Tow 3: 9:30 pull was 30 seconds late.,508,40,29,923029,935356,2,5,557,16,5.532105524,2.892208027,OTHCYCAD,2010
Pseudodiaptomus copepodid,508 2010-07-07,755,7/7/2010,9,NA,508,20.5,3867,4905,48,NA,Two 2: Retow.  Tow 3: 9:30 pull was 30 seconds late.,508,40,42,923029,935356,144,5,557,1152,5.532105524,208.2389779,PDIAPJUV,2010
Pseudodiaptomus forbesii,508 2010-07-07,755,7/7/2010,9,NA,508,20.5,3867,4905,48,NA,Two 2: Retow.  Tow 3: 9:30 pull was 30 seconds late.,508,40,86,923029,935356,187,5,557,1496,5.532105524,270.4214505,PDIAPFOR,2010
Pseudodiaptomus nauplii,508 2010-07-07,755,7/7/2010,9,NA,508,20.5,3867,4905,48,NA,Two 2: Retow.  Tow 3: 9:30 pull was 30 seconds late.,508,40,82,923029,935356,30,5,557,240,5.532105524,43.3831204,PDIAPNAUP,2010
Sinocalanus,508 2010-07-07,755,7/7/2010,9,NA,508,20.5,3867,4905,48,NA,Two 2: Retow.  Tow 3: 9:30 pull was 30 seconds late.,508,40,35,923029,935356,14,5,557,112,5.532105524,20.24545619,SINOCAL,2010
Sinocalanus copepodid,508 2010-07-07,755,7/7/2010,9,NA,508,20.5,3867,4905,48,NA,Two 2: Retow.  Tow 3: 9:30 pull was 30 seconds late.,508,40,83,923029,935356,25,5,557,200,5.532105524,36.15260033,SINOCALJUV,2010
Sinocalanus nauplii,508 2010-07-07,755,7/7/2010,9,NA,508,20.5,3867,4905,48,NA,Two 2: Retow.  Tow 3: 9:30 pull was 30 seconds late.,508,40,81,923029,935356,2,5,557,16,5.532105524,2.892208027,SINONAUP,2010
Tortanus copepodid,508 2010-07-07,755,7/7/2010,9,NA,508,20.5,3867,4905,48,NA,Two 2: Retow.  Tow 3: 9:30 pull was 30 seconds late.,508,40,46,923029,935356,1,5,557,8,5.532105524,1.446104013,TORTJUV,2010
Bosmina,508 2011-03-16,759,3/16/2011,1,NA,508,13,183,183,69,TRUE,NA,508,60,61,699296,715902,36,5,275,432,7.452433222,57.96764454,BOSMINA,2011
Ceriodaphnia,508 2011-03-16,759,3/16/2011,1,NA,508,13,183,183,69,TRUE,NA,508,60,64,699296,715902,3,5,275,36,7.452433222,4.830637045,OTHCLADO,2011
copepod nauplii,508 2011-03-16,759,3/16/2011,1,NA,508,13,183,183,69,TRUE,NA,508,60,12,699296,715902,5,5,275,60,7.452433222,8.051061742,COPNAUP,2011
cyclopoid copepodid,508 2011-03-16,759,3/16/2011,1,NA,508,13,183,183,69,TRUE,NA,508,60,20,699296,715902,100,5,275,1200,7.452433222,161.0212348,CYCJUV,2011
Daphnia,508 2011-03-16,759,3/16/2011,1,NA,508,13,183,183,69,TRUE,NA,508,60,62,699296,715902,4,5,275,48,7.452433222,6.440849394,DAPHNIA,2011
Diaptomus copepodid,508 2011-03-16,759,3/16/2011,1,NA,508,13,183,183,69,TRUE,NA,508,60,44,699296,715902,4,5,275,48,7.452433222,6.440849394,DIAPTJUV,2011
Diaptomus spp.,508 2011-03-16,759,3/16/2011,1,NA,508,13,183,183,69,TRUE,NA,508,60,32,699296,715902,1,5,275,12,7.452433222,1.610212348,DIAPTOM,2011
Eurytemora copepodid,508 2011-03-16,759,3/16/2011,1,NA,508,13,183,183,69,TRUE,NA,508,60,41,699296,715902,21,5,275,252,7.452433222,33.81445932,EURYJUV,2011
Eurytemora nauplii,508 2011-03-16,759,3/16/2011,1,NA,508,13,183,183,69,TRUE,NA,508,60,80,699296,715902,1,5,275,12,7.452433222,1.610212348,EURYNAUP,2011
Eurytemora spp.,508 2011-03-16,759,3/16/2011,1,NA,508,13,183,183,69,TRUE,NA,508,60,34,699296,715902,7,5,275,84,7.452433222,11.27148644,EURYTEM,2011
